"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,440.342465292753,146.780821764251,0.263091010318893,0.849773486938956
"color",3,362.720456948563,120.906818982854,0.216714259930584,0.881406616322882
"Residuals",6,3347.453527652,557.908921275334,NA,NA
