"color","n","mean","sd","se"
"blue",4,16.290918404701,2.26662895889552,1.13331447944776
"green",4,17.1377431521763,2.78513594350198,1.39256797175099
"red",4,17.4977932634688,3.50776854662747,1.75388427331373
"white",1,18.9151525059312,NA,NA
