"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,2287.33375342535,762.444584475116,0.417132511101371,0.747303851970207
"color",3,3253.26850095848,1084.42283365283,0.593286422263297,0.641952074702614
"Residuals",6,10966.940684561,1827.82344742682,NA,NA
