"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,10953.7500864867,3651.25002882889,30.9377660397052,0.000478438587350877
"color",3,584.812069651184,194.937356550395,1.65174290496044,0.274796755036915
"Residuals",6,708.115128443905,118.019188073984,NA,NA
