"color","n","mean","sd","se"
"blue",4,141.065687328844,90.8577944052401,45.4288972026201
"green",4,62.9843991411345,67.5237544871537,33.7618772435769
"red",4,73.9938533366097,47.2843140001016,23.6421570000508
"white",1,164.378585439211,NA,NA
