"color","n","mean","sd","se"
"blue",4,42.6222392242272,17.8443557651287,8.92217788256433
"green",4,55.0914522208306,10.2505580286255,5.12527901431277
"red",4,52.3670765367282,11.5361578397079,5.76807891985396
"white",1,67.6545559074456,NA,NA
