"system","n","mean","sd","se"
"fusion",3,9.33839108919311,7.39579629955044,4.26996498441708
"conf",2,6.81444468231537,7.84818993058959,5.54950831995988
"FV",3,25.9251816287388,5.74440777710214,3.3165353764449
"int",4,26.9688705553543,2.58161606994305,1.29080803497152
