"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,-8.69316405169946e-06,6.7695032012422e-07,-1.00199866791429e-05,-7.36634142425599e-06,0.0494747368039683
"fusion",3,-1.17720743636541e-05,9.79626897651424e-07,-1.36921430830509e-05,-9.85200564425734e-06,0.0528552749551894
"FV",3,1.11418036976909e-05,1.44357671374498e-05,-1.71522998917107e-05,3.94359072870925e-05,0.58153718983207
"int",3,1.98109024955665e-05,1.14413531344821e-05,-2.61414964801833e-06,4.22359546391514e-05,0.333418240944082
