"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,0.0024580574314399,0.00978778858726059,0.00985614863415663,0.0113905099508145,0.00501609147491422,0.0171698665217832,0.0126669676672009,0.00134889399730298,0.0413719701922872,0.0270044544118093,0.0445043156097853
"conf_red",0.0024580574314399,0,0.0073297311558207,0.00739809120271673,0.00893245251937458,0.00747414890635412,0.0196279239532231,0.0151250250986408,0.00380695142874288,0.0438300276237271,0.0294625118432492,0.0469623730412252
"fusion_blue",0.00978778858726059,0.0073297311558207,0,6.83600468960321e-05,0.00160272136355388,0.0148038800621748,0.0269576551090438,0.0224547562544615,0.0111366825845636,0.0511597587795478,0.0367922429990699,0.0542921041970459
"fusion_green",0.00985614863415663,0.00739809120271673,6.83600468960321e-05,0,0.00153436131665785,0.0148722401090708,0.0270260151559398,0.0225231163013575,0.0112050426314596,0.0512281188264438,0.0368606030459659,0.0543604642439419
"fusion_red",0.0113905099508145,0.00893245251937458,0.00160272136355388,0.00153436131665785,0,0.0164066014257287,0.0285603764725977,0.0240574776180154,0.0127394039481175,0.0527624801431017,0.0383949643626238,0.0558948255605998
"FV_blue",0.00501609147491422,0.00747414890635412,0.0148038800621748,0.0148722401090708,0.0164066014257287,0,0.012153775046869,0.00765087619228666,0.00366719747761124,0.036355878717373,0.0219883629368951,0.0394882241348711
"FV_green",0.0171698665217832,0.0196279239532231,0.0269576551090438,0.0270260151559398,0.0285603764725977,0.012153775046869,0,0.00450289885458233,0.0158209725244802,0.024202103670504,0.00983458789002611,0.0273344490880021
"FV_red",0.0126669676672009,0.0151250250986408,0.0224547562544615,0.0225231163013575,0.0240574776180154,0.00765087619228666,0.00450289885458233,0,0.0113180736698979,0.0287050025250863,0.0143374867446084,0.0318373479425844
"int_blue",0.00134889399730298,0.00380695142874288,0.0111366825845636,0.0112050426314596,0.0127394039481175,0.00366719747761124,0.0158209725244802,0.0113180736698979,0,0.0400230761949842,0.0256555604145063,0.0431554216124823
"int_green",0.0413719701922872,0.0438300276237271,0.0511597587795478,0.0512281188264438,0.0527624801431017,0.036355878717373,0.024202103670504,0.0287050025250863,0.0400230761949842,0,0.0143675157804779,0.00313234541749807
"int_red",0.0270044544118093,0.0294625118432492,0.0367922429990699,0.0368606030459659,0.0383949643626238,0.0219883629368951,0.00983458789002611,0.0143374867446084,0.0256555604145063,0.0143675157804779,0,0.017499861197976
"int_white",0.0445043156097853,0.0469623730412252,0.0542921041970459,0.0543604642439419,0.0558948255605998,0.0394882241348711,0.0273344490880021,0.0318373479425844,0.0431554216124823,0.00313234541749807,0.017499861197976,0
