"color","n","mean","sd","se"
"blue",4,38.1507685978765,33.8952054219977,16.9476027109988
"green",4,69.273242173342,70.3636656338751,35.1818328169375
"red",4,91.1149999373186,104.405109958043,52.2025549790215
"white",1,8.07309419825317,NA,NA
