"color","n","mean","sd","se"
"blue",4,99.8705743922857,0.0201585704111,0.01007928520555
"green",4,99.7869509872821,0.129852136958517,0.0649260684792586
"red",4,99.823105213733,0.0614257787415667,0.0307128893707834
"white",1,99.5643810823246,NA,NA
