"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00114204330039713,0.000380681100132375,28.811705706369,0.000583504319224844
"color",3,7.80310157162815e-05,2.60103385720938e-05,1.96858267983778,0.220172625751767
"Residuals",6,7.92763408064848e-05,1.32127234677475e-05,NA,NA
