"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,54582.7303191115,18194.2434397038,17.751875823877,0.00218292269729674
"color",3,4403.09595017207,1467.69865005736,1.4320136074377,0.323262229483493
"Residuals",6,6149.51691422893,1024.91948570482,NA,NA
