"color","n","mean","sd","se"
"blue",4,29.9950264211055,21.9330038907907,10.9665019453953
"green",4,34.5869660711071,30.0436550518435,15.0218275259217
"red",4,42.4320270725318,42.9383010152393,21.4691505076196
"white",1,21.2751001591644,NA,NA
