"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,1.0147568750162,1.25993129873129,2.08793525176354,3.55243936405336,1.15418977319358,2.12068122124904,1.67834429726125,0.330238652871785,3.19524828330503,2.12286622928831,3.31442287216804
"conf_red",1.0147568750162,0,0.245174423715085,1.07317837674734,2.53768248903715,0.139432898177375,3.13543809626525,2.69310117227745,0.684518222144419,4.21000515832124,3.13762310430451,4.32917974718424
"fusion_blue",1.25993129873129,0.245174423715085,0,0.828003953032251,2.29250806532207,0.105741525537709,3.38061251998033,2.93827559599254,0.929692645859504,4.45517958203632,3.38279752801959,4.57435417089933
"fusion_green",2.08793525176354,1.07317837674734,0.828003953032251,0,1.46450411228982,0.933745478569961,4.20861647301258,3.76627954902479,1.75769659889176,5.28318353506857,4.21080148105185,5.40235812393158
"fusion_red",3.55243936405336,2.53768248903715,2.29250806532207,1.46450411228982,0,2.39824959085978,5.6731205853024,5.2307836613146,3.22220071118157,6.74768764735839,5.67530559334166,6.86686223622139
"FV_blue",1.15418977319358,0.139432898177375,0.105741525537709,0.933745478569961,2.39824959085978,0,3.27487099444262,2.83253407045483,0.823951120321794,4.34943805649861,3.27705600248188,4.46861264536162
"FV_green",2.12068122124904,3.13543809626525,3.38061251998033,4.20861647301258,5.6731205853024,3.27487099444262,0,0.442336923987796,2.45091987412083,1.07456706205599,0.00218500803926247,1.19374165091899
"FV_red",1.67834429726125,2.69310117227745,2.93827559599254,3.76627954902479,5.2307836613146,2.83253407045483,0.442336923987796,0,2.00858295013303,1.51690398604379,0.444521932027058,1.63607857490679
"int_blue",0.330238652871785,0.684518222144419,0.929692645859504,1.75769659889176,3.22220071118157,0.823951120321794,2.45091987412083,2.00858295013303,0,3.52548693617682,2.45310488216009,3.64466152503982
"int_green",3.19524828330503,4.21000515832124,4.45517958203632,5.28318353506857,6.74768764735839,4.34943805649861,1.07456706205599,1.51690398604379,3.52548693617682,0,1.07238205401673,0.119174588863004
"int_red",2.12286622928831,3.13762310430451,3.38279752801959,4.21080148105185,5.67530559334166,3.27705600248188,0.00218500803926247,0.444521932027058,2.45310488216009,1.07238205401673,0,1.19155664287973
"int_white",3.31442287216804,4.32917974718424,4.57435417089933,5.40235812393158,6.86686223622139,4.46861264536162,1.19374165091899,1.63607857490679,3.64466152503982,0.119174588863004,1.19155664287973,0
