"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,32238.8560057972,10746.2853352657,3.67742434674219,0.0819428177971759
"color",3,4113.71476874342,1371.23825624781,0.469243537779681,0.714606413125219
"Residuals",6,17533.3891147794,2922.2315191299,NA,NA
