"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,638.753144744363,212.917714914788,52.4666041869529,0.000106802193591928
"color",3,135.599586770357,45.1998622567856,11.1380271166289,0.00726211073040593
"Residuals",6,24.3489417561049,4.05815695935082,NA,NA
