"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1371.63793192822,457.212643976073,0.228489739206239,0.873389801377516
"color",3,3963.59301036573,1321.19767012191,0.660261948271589,0.605873767624088
"Residuals",6,12006.1227842722,2001.02046404536,NA,NA
