"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,676.953805243627,225.651268414542,1.19833417427382,0.387391206133646
"color",3,578.254846988696,192.751615662899,1.02361865642612,0.445989997985134
"Residuals",6,1129.82475135344,188.304125225574,NA,NA
