"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,25.5656708523564,1.57138004933771,60.9142299092643,27.200405890729,62.6186452030313,4.0065735782365,319.228717974525,33.2265814623371,28.7991849771781,51.0527958572122,195.579842969015,654.829359346711
"conf_green",25.5656708523564,0,27.1370509016942,86.4799007616208,52.7660767430854,88.1843160553877,29.5722444305929,344.794388826881,7.66091060998068,3.23351412482162,25.4871250048557,170.014172116659,680.395030199067
"conf_red",1.57138004933771,27.1370509016942,0,59.3428498599266,25.6290258413913,61.0472651536936,2.43519352889879,317.657337925187,34.7979615116748,30.3705650265158,52.6241759065499,197.151223018353,653.257979297373
"fusion_blue",60.9142299092643,86.4799007616208,59.3428498599266,0,33.7138240185353,1.70441529376694,56.9076563310279,258.31448806526,94.1408113716015,89.7134148864424,111.967025766477,256.49407287828,593.915129437447
"fusion_green",27.200405890729,52.7660767430854,25.6290258413913,33.7138240185353,0,35.4182393123023,23.1938323124925,292.028312083796,60.4269873530661,55.9995908679071,78.2532017479412,222.780248859744,627.628953455982
"fusion_red",62.6186452030313,88.1843160553877,61.0472651536936,1.70441529376694,35.4182393123023,0,58.6120716247948,256.610072771493,95.8452266653684,91.4178301802094,113.671441060243,258.198488172047,592.21071414368
"FV_blue",4.0065735782365,29.5722444305929,2.43519352889879,56.9076563310279,23.1938323124925,58.6120716247948,0,315.222144396288,37.2331550405736,32.8057585554146,55.0593694354487,199.586416547252,650.822785768474
"FV_blue",319.228717974525,344.794388826881,317.657337925187,258.31448806526,292.028312083796,256.610072771493,315.222144396288,0,352.455299436862,348.027902951703,370.281513831737,514.80856094354,335.600641372186
"FV_green",33.2265814623371,7.66091060998068,34.7979615116748,94.1408113716015,60.4269873530661,95.8452266653684,37.2331550405736,352.455299436862,0,4.42739648515905,17.8262143948751,162.353261506678,688.055940809048
"FV_red",28.7991849771781,3.23351412482162,30.3705650265158,89.7134148864424,55.9995908679071,91.4178301802094,32.8057585554146,348.027902951703,4.42739648515905,0,22.2536108800341,166.780657991837,683.628544323889
"int_blue",51.0527958572122,25.4871250048557,52.6241759065499,111.967025766477,78.2532017479412,113.671441060243,55.0593694354487,370.281513831737,17.8262143948751,22.2536108800341,0,144.527047111803,705.882155203923
"int_green",195.579842969015,170.014172116659,197.151223018353,256.49407287828,222.780248859744,258.198488172047,199.586416547252,514.80856094354,162.353261506678,166.780657991837,144.527047111803,0,850.409202315726
"int_red",654.829359346711,680.395030199067,653.257979297373,593.915129437447,627.628953455982,592.21071414368,650.822785768474,335.600641372186,688.055940809048,683.628544323889,705.882155203923,850.409202315726,0
