"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_green",0,9.76771918324658,0.288615969868093,14.726801783991,26.9816394701973,10.0371328177155,20.1510878627558,16.9392592684282,6.12014096341527,22.856607184992,21.2418790351939,23.1368276500992
"conf_red",9.76771918324658,0,10.0563351531147,4.95908260074444,17.2139202869507,19.8048520009621,29.9188070460024,26.7069784516747,15.8878601466619,32.6243263682386,31.0095982184405,32.9045468333458
"fusion_blue",0.288615969868093,10.0563351531147,0,15.0154177538591,27.2702554400654,9.74851684784741,19.8624718928878,16.6506432985601,5.83152499354718,22.5679912151239,20.9532630653258,22.8482116802311
"fusion_green",14.726801783991,4.95908260074444,15.0154177538591,0,12.2548376862063,24.7639346017065,34.8778896467469,31.6660610524192,20.8469427474063,37.583408968983,35.9686808191849,37.8636294340902
"fusion_red",26.9816394701973,17.2139202869507,27.2702554400654,12.2548376862063,0,37.0187722879128,47.1327273329531,43.9208987386254,33.1017804336126,49.8382466551893,48.2235185053912,50.1184671202965
"FV_blue",10.0371328177155,19.8048520009621,9.74851684784741,24.7639346017065,37.0187722879128,0,10.1139550450403,6.90212645071265,3.91699185430024,12.8194743672765,11.2047462174784,13.0996948323837
"FV_green",20.1510878627558,29.9188070460024,19.8624718928878,34.8778896467469,47.1327273329531,10.1139550450403,0,3.21182859432769,14.0309468993406,2.70551932223613,1.09079117243804,2.98573978734334
"FV_red",16.9392592684282,26.7069784516747,16.6506432985601,31.6660610524192,43.9208987386254,6.90212645071265,3.21182859432769,0,10.8191183050129,5.91734791656382,4.30261976676573,6.19756838167103
"int_blue",6.12014096341527,15.8878601466619,5.83152499354718,20.8469427474063,33.1017804336126,3.91699185430024,14.0309468993406,10.8191183050129,0,16.7364662215767,15.1217380717786,17.0166866866839
"int_green",22.856607184992,32.6243263682386,22.5679912151239,37.583408968983,49.8382466551893,12.8194743672765,2.70551932223613,5.91734791656382,16.7364662215767,0,1.61472814979809,0.280220465107213
"int_red",21.2418790351939,31.0095982184405,20.9532630653258,35.9686808191849,48.2235185053912,11.2047462174784,1.09079117243804,4.30261976676573,15.1217380717786,1.61472814979809,0,1.8949486149053
"int_white",23.1368276500992,32.9045468333458,22.8482116802311,37.8636294340902,50.1184671202965,13.0996948323837,2.98573978734334,6.19756838167103,17.0166866866839,0.280220465107213,1.8949486149053,0
