"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,2.70616811700032,3.9231656914038,6.45262918458106,10.8806227238953,2.15590009373007,6.43344331687272,6.82118961321205,10.8465463493604,11.0099829869593,10.4159025808299,5.46705028429846,10.7661146342922
"conf_red",2.70616811700032,0,1.21699757440348,3.74646106758075,8.17445460689498,4.86206821073038,9.13961143387304,9.52735773021237,13.5527144663607,13.7161511039596,13.1220706978302,8.17321840129878,13.4722827512925
"fusion_blue",3.9231656914038,1.21699757440348,0,2.52946349317727,6.9574570324915,6.07906578513386,10.3566090082765,10.7443553046158,14.7697120407642,14.9331486783631,14.3390682722337,9.39021597570225,14.689280325696
"fusion_green",6.45262918458106,3.74646106758075,2.52946349317727,0,4.42799353931423,8.60852927831113,12.8860725014538,13.2738187977931,17.2991755339414,17.4626121715404,16.868531765411,11.9196794688795,17.2187438188732
"fusion_red",10.8806227238953,8.17445460689498,6.9574570324915,4.42799353931423,0,13.0365228176254,17.314066040768,17.7018123371073,21.7271690732557,21.8906057108546,21.2965253047252,16.3476730081938,21.6467373581875
"FV_blue",2.15590009373007,4.86206821073038,6.07906578513386,8.60852927831113,13.0365228176254,0,4.27754322314265,4.66528951948198,8.69064625563031,8.85408289322924,8.26000248709986,3.31115019056839,8.61021454056211
"FV_green",6.43344331687272,9.13961143387304,10.3566090082765,12.8860725014538,17.314066040768,4.27754322314265,0,0.38774629633933,4.41310303248766,4.57653967008659,3.98245926395721,0.96639303257426,4.33267131741946
"FV_red",6.82118961321205,9.52735773021237,10.7443553046158,13.2738187977931,17.7018123371073,4.66528951948198,0.38774629633933,0,4.02535673614833,4.18879337374726,3.59471296761788,1.35413932891359,3.94492502108013
"int_blue",10.8465463493604,13.5527144663607,14.7697120407642,17.2991755339414,21.7271690732557,8.69064625563031,4.41310303248766,4.02535673614833,0,0.163436637598927,0.430643768530452,5.37949606506192,0.080431715068201
"int_blue",11.0099829869593,13.7161511039596,14.9331486783631,17.4626121715404,21.8906057108546,8.85408289322924,4.57653967008659,4.18879337374726,0.163436637598927,0,0.594080406129379,5.54293270266085,0.243868352667128
"int_green",10.4159025808299,13.1220706978302,14.3390682722337,16.868531765411,21.2965253047252,8.26000248709986,3.98245926395721,3.59471296761788,0.430643768530452,0.594080406129379,0,4.94885229653147,0.350212053462251
"int_red",5.46705028429846,8.17321840129878,9.39021597570225,11.9196794688795,16.3476730081938,3.31115019056839,0.96639303257426,1.35413932891359,5.37949606506192,5.54293270266085,4.94885229653147,0,5.29906434999372
"int_white",10.7661146342922,13.4722827512925,14.689280325696,17.2187438188732,21.6467373581875,8.61021454056211,4.33267131741946,3.94492502108013,0.080431715068201,0.243868352667128,0.350212053462251,5.29906434999372,0
