"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.00393824851836942,0.00131274950612314,89.3885342260394,2.27388345057323e-05
"color",3,2.83744096344867e-05,9.4581365448289e-06,0.644029160406088,0.61441534650295
"Residuals",6,8.81152947068279e-05,1.4685882451138e-05,NA,NA
