"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_blue","FV_green","FV_red","int_blue","int_green","int_red"
"conf_blue",0,59.1347444994727,17.3928410297851,105.571113721103,26.7515736346687,76.6312157222759,0.230150636191865,551.622546067236,58.2976159981953,50.4387714638473,87.0328276726922,339.630505810551,1249.99859597848
"conf_green",59.1347444994727,0,41.7419034696875,164.705858220576,85.8863181341413,135.765960221749,58.9045938632808,610.757290566709,0.837128501277391,8.69597303562534,27.8980831732196,280.495761311079,1309.13334047796
"conf_red",17.3928410297851,41.7419034696875,0,122.963954750888,44.1444146644538,94.024056752061,17.1626903935933,569.015387097021,40.9047749684102,33.0459304340622,69.6399866429071,322.237664780766,1267.39143700827
"fusion_blue",105.571113721103,164.705858220576,122.963954750888,0,78.8195400864344,28.9398979988272,105.801264357295,446.051432346133,163.868729719298,156.00988518495,192.603941393795,445.201619531654,1144.42748225738
"fusion_green",26.7515736346687,85.8863181341413,44.1444146644538,78.8195400864344,0,49.8796420876072,26.9817242708605,524.870972432567,85.0491896328639,77.190345098516,113.784401307361,366.38207944522,1223.24702234381
"fusion_red",76.6312157222759,135.765960221749,94.024056752061,28.9398979988272,49.8796420876072,0,76.8613663584678,474.99133034496,134.928831720471,127.069987186123,163.664043394968,416.261721532827,1173.36738025621
"FV_blue",0.230150636191865,58.9045938632808,17.1626903935933,105.801264357295,26.9817242708605,76.8613663584678,0,551.852696703428,58.0674653620034,50.2086208276555,86.8026770365004,339.400355174359,1250.22874661467
"FV_blue",551.622546067236,610.757290566709,569.015387097021,446.051432346133,524.870972432567,474.99133034496,551.852696703428,0,609.920162065431,602.061317531083,638.655373739928,891.253051877787,698.376049911247
"FV_green",58.2976159981953,0.837128501277391,40.9047749684102,163.868729719298,85.0491896328639,134.928831720471,58.0674653620034,609.920162065431,0,7.85884453434795,28.735211674497,281.332889812356,1308.29621197668
"FV_red",50.4387714638473,8.69597303562534,33.0459304340622,156.00988518495,77.190345098516,127.069987186123,50.2086208276555,602.061317531083,7.85884453434795,0,36.5940562088449,289.191734346704,1300.43736744233
"int_blue",87.0328276726922,27.8980831732196,69.6399866429071,192.603941393795,113.784401307361,163.664043394968,86.8026770365004,638.655373739928,28.735211674497,36.5940562088449,0,252.597678137859,1337.03142365117
"int_green",339.630505810551,280.495761311079,322.237664780766,445.201619531654,366.38207944522,416.261721532827,339.400355174359,891.253051877787,281.332889812356,289.191734346704,252.597678137859,0,1589.62910178903
"int_red",1249.99859597848,1309.13334047796,1267.39143700827,1144.42748225738,1223.24702234381,1173.36738025621,1250.22874661467,698.376049911247,1308.29621197668,1300.43736744233,1337.03142365117,1589.62910178903,0
