"system","n","mean","sd","se"
"fusion",3,38.0010631832548,9.29116443806488,5.36425628940184
"conf",3,23.4365602567593,2.1589947383271,1.24649619335214
"FV",3,16.6133459600891,4.74757320888098,2.74101267014489
"int",4,6.56512649730889,6.99149943729992,3.49574971864996
