"system","n","mean","sd","se"
"fusion",3,83.375689496153,12.9662672896668,7.48607791007375
"conf",3,39.5421638418211,16.8994342461317,9.75689291115651
"FV",3,8.24136689855925,7.73937443009881,4.46832991057686
"int",4,33.7682165062338,5.88219545816289,2.94109772908144
