"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,9.27964439742248e-05,6.51467415367636e-05,-3.48911694378319e-05,0.000220484057386281,0.38967066296523
"fusion",3,4.49501410388701e-05,3.4516487310038e-05,-2.27021740888044e-05,0.000112602456166545,0.416889737803126
"FV",3,3.16751799874173e-06,1.536397087333e-05,-2.69458649129852e-05,3.32809009104686e-05,0.870564591463129
"int",3,8.85687526712228e-05,9.26443110984697e-05,-9.30140970817778e-05,0.000270151602424223,0.514315434517098
