param,material,process,best_system,best_color,best_n,best_median_abs_diff_pct,best_q25_abs_diff_pct,best_q75_abs_diff_pct,best_mean_abs_diff_pct,best_category
rq,c45,gla,FV,blue,1,7.22296316645531,7.22296316645531,7.22296316645531,7.22296316645531,<10\%
rq,c45,gri,int,white,1,0.157895225024561,0.157895225024561,0.157895225024561,0.157895225024561,<10\%
rq,c45,hon,int,white,1,0.590891109475945,0.590891109475945,0.590891109475945,0.590891109475945,<10\%
rq,c45,mf,fusion,green,1,0.192235887788273,0.192235887788273,0.192235887788273,0.192235887788273,<10\%
rq,c45,mr,fusion,red,1,34.5144649142337,34.5144649142337,34.5144649142337,34.5144649142337,>30\%
rq,c45,tf,fusion,red,1,55.0386871984375,55.0386871984375,55.0386871984375,55.0386871984375,>30\%
rq,c45,tr,fusion,red,1,85.3392977248463,85.3392977248463,85.3392977248463,85.3392977248463,>30\%
rq,c45,wedm_f,FV,green,1,13.2979156733886,13.2979156733886,13.2979156733886,13.2979156733886,10--30\%
rq,c45,wedm_r,FV,blue,1,0.953873215428021,0.953873215428021,0.953873215428021,0.953873215428021,<10\%
rq,ellor,gla,FV,red,1,8.33719387349765,8.33719387349765,8.33719387349765,8.33719387349765,<10\%
rq,ellor,gri,int,blue,1,82.9985095144709,82.9985095144709,82.9985095144709,82.9985095144709,>30\%
rq,ellor,hon,int,red,1,7.37799806884879,7.37799806884879,7.37799806884879,7.37799806884879,<10\%
rq,ellor,mf,fusion,green,1,1.04664225372099,1.04664225372099,1.04664225372099,1.04664225372099,<10\%
rq,ellor,mr,int,red,1,3.08606497592766,3.08606497592766,3.08606497592766,3.08606497592766,<10\%
rq,ellor,tf,conf,blue,1,0.538197893325502,0.538197893325502,0.538197893325502,0.538197893325502,<10\%
rq,ellor,tr,fusion,red,1,7.28141733182135,7.28141733182135,7.28141733182135,7.28141733182135,<10\%
rq,ellor,wedm_f,FV,green,1,10.1223211467704,10.1223211467704,10.1223211467704,10.1223211467704,10--30\%
rq,ellor,wedm_r,FV,blue,1,1.55365637815849,1.55365637815849,1.55365637815849,1.55365637815849,<10\%
rq,mo58a,b,int,green,1,5.85054569358116,5.85054569358116,5.85054569358116,5.85054569358116,<10\%
rq,mo58a,gla,int,blue,1,3.78055055915993,3.78055055915993,3.78055055915993,3.78055055915993,<10\%
rq,mo58a,gri,int,blue,1,11.4843959748618,11.4843959748618,11.4843959748618,11.4843959748618,10--30\%
rq,mo58a,hon,conf,blue,1,0.0873568097525594,0.0873568097525594,0.0873568097525594,0.0873568097525594,<10\%
rq,mo58a,mf,int,green,1,10.6886879010934,10.6886879010934,10.6886879010934,10.6886879010934,10--30\%
rq,mo58a,mr,FV,blue,1,17.270827945022,17.270827945022,17.270827945022,17.270827945022,10--30\%
rq,mo58a,tf,fusion,red,1,49.8300180539769,49.8300180539769,49.8300180539769,49.8300180539769,>30\%
rq,mo58a,tr,fusion,red,1,14.2006957345988,14.2006957345988,14.2006957345988,14.2006957345988,10--30\%
rq,mo58a,wedm_f,int,red,1,2.54758876184916,2.54758876184916,2.54758876184916,2.54758876184916,<10\%
rq,mo58a,wedm_r,fusion,red,1,7.67917363436174,7.67917363436174,7.67917363436174,7.67917363436174,<10\%
rq,ti6al4v,b,int,white,1,34.0747175539102,34.0747175539102,34.0747175539102,34.0747175539102,>30\%
rq,ti6al4v,gla,FV,green,1,4.84328779066432,4.84328779066432,4.84328779066432,4.84328779066432,<10\%
rq,ti6al4v,gri,int,white,1,60.9055335158899,60.9055335158899,60.9055335158899,60.9055335158899,>30\%
rq,ti6al4v,hon,int,red,1,20.9386344454526,20.9386344454526,20.9386344454526,20.9386344454526,10--30\%
rq,ti6al4v,mf,int,white,1,4.42163525100068,4.42163525100068,4.42163525100068,4.42163525100068,<10\%
rq,ti6al4v,mr,conf,red,1,1.98418525316298,1.98418525316298,1.98418525316298,1.98418525316298,<10\%
rq,ti6al4v,tf,fusion,red,1,2.97673659016319,2.97673659016319,2.97673659016319,2.97673659016319,<10\%
rq,ti6al4v,tr,fusion,red,1,56.8692163363402,56.8692163363402,56.8692163363402,56.8692163363402,>30\%
rq,ti6al4v,wedm_f,int,blue,1,7.43154626858765,7.43154626858765,7.43154626858765,7.43154626858765,<10\%
rq,ti6al4v,wedm_r,int,red,1,1.97281564866619,1.97281564866619,1.97281564866619,1.97281564866619,<10\%
rsk,14301,b,FV,blue,1,72.1944530224875,72.1944530224875,72.1944530224875,72.1944530224875,>30\%
rsk,14301,gla,FV,red,1,1.91267808839816,1.91267808839816,1.91267808839816,1.91267808839816,<10\%
rsk,14301,gri,int,white,1,5.65991624502102,5.65991624502102,5.65991624502102,5.65991624502102,<10\%
