param,material,process,best_system,best_color,best_n,best_median_abs_diff_pct,best_q25_abs_diff_pct,best_q75_abs_diff_pct,best_mean_abs_diff_pct,best_category
rt,14301,wedm_f,FV,green,1,9.36121163986149,9.36121163986149,9.36121163986149,9.36121163986149,<10\%
rt,14301,wedm_r,conf,green,1,0.204999435797007,0.204999435797007,0.204999435797007,0.204999435797007,<10\%
rt,al7075,b,int,white,1,8.75558237107937,8.75558237107937,8.75558237107937,8.75558237107937,<10\%
rt,al7075,gla,conf,blue,1,5.60669134665082,5.60669134665082,5.60669134665082,5.60669134665082,<10\%
rt,al7075,gri,FV,red,1,6.64587027362221,6.64587027362221,6.64587027362221,6.64587027362221,<10\%
rt,al7075,hon,FV,red,1,5.26409339819057,5.26409339819057,5.26409339819057,5.26409339819057,<10\%
rt,al7075,mf,conf,green,1,6.53216014922753,6.53216014922753,6.53216014922753,6.53216014922753,<10\%
rt,al7075,mr,conf,blue,1,33.5236009525986,33.5236009525986,33.5236009525986,33.5236009525986,>30\%
rt,al7075,tf,fusion,red,1,34.1020277302897,34.1020277302897,34.1020277302897,34.1020277302897,>30\%
rt,al7075,tr,fusion,red,1,15.8115285884974,15.8115285884974,15.8115285884974,15.8115285884974,10--30\%
rt,al7075,wedm_f,int,blue,1,3.32447808491515,3.32447808491515,3.32447808491515,3.32447808491515,<10\%
rt,al7075,wedm_r,int,white,1,11.9734112952264,11.9734112952264,11.9734112952264,11.9734112952264,10--30\%
rt,c45,b,int,red,1,14.7221747945496,14.7221747945496,14.7221747945496,14.7221747945496,10--30\%
rt,c45,gla,FV,blue,1,1.21942591952526,1.21942591952526,1.21942591952526,1.21942591952526,<10\%
rt,c45,gri,int,blue,1,9.73928516062007,9.73928516062007,9.73928516062007,9.73928516062007,<10\%
rt,c45,hon,FV,green,1,1.16678240716582,1.16678240716582,1.16678240716582,1.16678240716582,<10\%
rt,c45,mf,conf,green,1,1.54935741494582,1.54935741494582,1.54935741494582,1.54935741494582,<10\%
rt,c45,mr,fusion,red,1,7.31114543659105,7.31114543659105,7.31114543659105,7.31114543659105,<10\%
rt,c45,tf,fusion,red,1,53.6550524543339,53.6550524543339,53.6550524543339,53.6550524543339,>30\%
rt,c45,tr,fusion,red,1,86.9637506157943,86.9637506157943,86.9637506157943,86.9637506157943,>30\%
rt,c45,wedm_f,FV,green,1,2.47033100321369,2.47033100321369,2.47033100321369,2.47033100321369,<10\%
rt,c45,wedm_r,conf,green,1,0.755267038181851,0.755267038181851,0.755267038181851,0.755267038181851,<10\%
rt,ellor,gla,fusion,green,1,0.923436384834514,0.923436384834514,0.923436384834514,0.923436384834514,<10\%
rt,ellor,gri,int,green,1,125.963327908041,125.963327908041,125.963327908041,125.963327908041,>100\%
rt,ellor,hon,conf,red,1,5.74256161700127,5.74256161700127,5.74256161700127,5.74256161700127,<10\%
rt,ellor,mf,fusion,blue,1,2.3634763543431,2.3634763543431,2.3634763543431,2.3634763543431,<10\%
rt,ellor,mr,int,white,1,0.358841045381888,0.358841045381888,0.358841045381888,0.358841045381888,<10\%
rt,ellor,tf,fusion,green,1,0.315510195332862,0.315510195332862,0.315510195332862,0.315510195332862,<10\%
rt,ellor,tr,fusion,red,1,3.65913160345563,3.65913160345563,3.65913160345563,3.65913160345563,<10\%
rt,ellor,wedm_f,int,green,1,9.08115369827167,9.08115369827167,9.08115369827167,9.08115369827167,<10\%
rt,ellor,wedm_r,fusion,green,1,0.100492565856401,0.100492565856401,0.100492565856401,0.100492565856401,<10\%
rt,mo58a,b,int,green,1,10.5803825917438,10.5803825917438,10.5803825917438,10.5803825917438,10--30\%
rt,mo58a,gla,int,blue,1,4.60093263713063,4.60093263713063,4.60093263713063,4.60093263713063,<10\%
rt,mo58a,gri,conf,blue,1,1.4516934869378,1.4516934869378,1.4516934869378,1.4516934869378,<10\%
rt,mo58a,hon,FV,green,1,1.05495747798564,1.05495747798564,1.05495747798564,1.05495747798564,<10\%
rt,mo58a,mf,int,green,1,17.1202366836894,17.1202366836894,17.1202366836894,17.1202366836894,10--30\%
rt,mo58a,mr,FV,blue,1,7.7592703029984,7.7592703029984,7.7592703029984,7.7592703029984,<10\%
rt,mo58a,tf,fusion,red,1,49.4031192626966,49.4031192626966,49.4031192626966,49.4031192626966,>30\%
rt,mo58a,tr,fusion,red,1,5.95720541023854,5.95720541023854,5.95720541023854,5.95720541023854,<10\%
rt,mo58a,wedm_f,int,white,1,9.76966624041928,9.76966624041928,9.76966624041928,9.76966624041928,<10\%
rt,mo58a,wedm_r,conf,red,1,4.42880617620796,4.42880617620796,4.42880617620796,4.42880617620796,<10\%
rt,ti6al4v,b,int,white,1,24.6401369108935,24.6401369108935,24.6401369108935,24.6401369108935,10--30\%
rt,ti6al4v,gla,FV,red,1,2.48786418353282,2.48786418353282,2.48786418353282,2.48786418353282,<10\%
rt,ti6al4v,gri,int,white,1,10.7420531603118,10.7420531603118,10.7420531603118,10.7420531603118,10--30\%
rt,ti6al4v,hon,int,green,1,12.4308500908863,12.4308500908863,12.4308500908863,12.4308500908863,10--30\%
rt,ti6al4v,mf,FV,green,1,1.83561911804466,1.83561911804466,1.83561911804466,1.83561911804466,<10\%
rt,ti6al4v,mr,fusion,red,1,31.8479201600953,31.8479201600953,31.8479201600953,31.8479201600953,>30\%
rt,ti6al4v,tf,fusion,red,1,3.53028222255777,3.53028222255777,3.53028222255777,3.53028222255777,<10\%
rt,ti6al4v,tr,fusion,red,1,0.778933832137739,0.778933832137739,0.778933832137739,0.778933832137739,<10\%
rt,ti6al4v,wedm_f,int,blue,1,15.9681600939858,15.9681600939858,15.9681600939858,15.9681600939858,10--30\%
rt,ti6al4v,wedm_r,int,green,1,8.18060315246036,8.18060315246036,8.18060315246036,8.18060315246036,<10\%
rv,14301,b,int,green,1,34.8070793123187,34.8070793123187,34.8070793123187,34.8070793123187,>30\%
rv,14301,gla,FV,red,1,1.17159252250107,1.17159252250107,1.17159252250107,1.17159252250107,<10\%
rv,14301,gri,int,red,1,0.943086055698126,0.943086055698126,0.943086055698126,0.943086055698126,<10\%
rv,14301,hon,int,red,1,0.541262145268473,0.541262145268473,0.541262145268473,0.541262145268473,<10\%
rv,14301,mf,int,green,1,24.7786624583952,24.7786624583952,24.7786624583952,24.7786624583952,10--30\%
rv,14301,mr,int,blue,1,33.8363718035481,33.8363718035481,33.8363718035481,33.8363718035481,>30\%
rv,14301,tf,fusion,red,1,1.7771236876658,1.7771236876658,1.7771236876658,1.7771236876658,<10\%
rv,14301,tr,FV,blue,1,24.8910542109978,24.8910542109978,24.8910542109978,24.8910542109978,10--30\%
rv,14301,wedm_f,FV,green,1,6.78549230436868,6.78549230436868,6.78549230436868,6.78549230436868,<10\%
rv,14301,wedm_r,int,red,1,1.82071396923136,1.82071396923136,1.82071396923136,1.82071396923136,<10\%
rv,al7075,b,int,white,1,8.3320219603741,8.3320219603741,8.3320219603741,8.3320219603741,<10\%
rv,al7075,gla,int,white,1,0.0495075099417795,0.0495075099417795,0.0495075099417795,0.0495075099417795,<10\%
rv,al7075,gri,FV,green,1,1.08859468689322,1.08859468689322,1.08859468689322,1.08859468689322,<10\%
rv,al7075,hon,fusion,green,1,2.69747180242318,2.69747180242318,2.69747180242318,2.69747180242318,<10\%
rv,al7075,mf,int,green,1,5.23314334783311,5.23314334783311,5.23314334783311,5.23314334783311,<10\%
rv,al7075,mr,int,green,1,46.6196067721295,46.6196067721295,46.6196067721295,46.6196067721295,>30\%
rv,al7075,tf,conf,red,1,6.48345033283945,6.48345033283945,6.48345033283945,6.48345033283945,<10\%
rv,al7075,tr,fusion,red,1,47.1900259212877,47.1900259212877,47.1900259212877,47.1900259212877,>30\%
rv,al7075,wedm_f,int,red,1,2.1748629776497,2.1748629776497,2.1748629776497,2.1748629776497,<10\%
rv,al7075,wedm_r,FV,red,1,2.40635364817983,2.40635364817983,2.40635364817983,2.40635364817983,<10\%
rv,c45,b,int,red,1,7.95261693706206,7.95261693706206,7.95261693706206,7.95261693706206,<10\%
rv,c45,gla,FV,red,1,0.615648181726477,0.615648181726477,0.615648181726477,0.615648181726477,<10\%
rv,c45,gri,int,white,1,0.34694471669106,0.34694471669106,0.34694471669106,0.34694471669106,<10\%
rv,c45,hon,int,white,1,4.8395292222555,4.8395292222555,4.8395292222555,4.8395292222555,<10\%
rv,c45,mf,fusion,blue,1,9.8152408903908,9.8152408903908,9.8152408903908,9.8152408903908,<10\%
rv,c45,mr,fusion,red,1,2.30221469944748,2.30221469944748,2.30221469944748,2.30221469944748,<10\%
rv,c45,tf,fusion,red,1,42.1685749213631,42.1685749213631,42.1685749213631,42.1685749213631,>30\%
rv,c45,tr,fusion,red,1,75.0974454143353,75.0974454143353,75.0974454143353,75.0974454143353,>30\%
rv,c45,wedm_f,FV,green,1,6.45825648992527,6.45825648992527,6.45825648992527,6.45825648992527,<10\%
rv,c45,wedm_r,FV,red,1,0.85642880991963,0.85642880991963,0.85642880991963,0.85642880991963,<10\%
rv,ellor,gla,FV,blue,1,0.98718266539764,0.98718266539764,0.98718266539764,0.98718266539764,<10\%
rv,ellor,gri,int,blue,1,98.5590722290919,98.5590722290919,98.5590722290919,98.5590722290919,>30\%
rv,ellor,hon,int,red,1,5.95574782912827,5.95574782912827,5.95574782912827,5.95574782912827,<10\%
rv,ellor,mf,fusion,green,1,3.2239154065034,3.2239154065034,3.2239154065034,3.2239154065034,<10\%
rv,ellor,mr,FV,red,1,1.65590839230605,1.65590839230605,1.65590839230605,1.65590839230605,<10\%
rv,ellor,tf,conf,green,1,0.539146467362552,0.539146467362552,0.539146467362552,0.539146467362552,<10\%
rv,ellor,tr,FV,red,1,3.16831854518918,3.16831854518918,3.16831854518918,3.16831854518918,<10\%
rv,ellor,wedm_f,FV,red,1,19.078542038355,19.078542038355,19.078542038355,19.078542038355,10--30\%
rv,ellor,wedm_r,FV,green,1,1.32422906945746,1.32422906945746,1.32422906945746,1.32422906945746,<10\%
rv,mo58a,b,int,green,1,15.6619863021337,15.6619863021337,15.6619863021337,15.6619863021337,10--30\%
rv,mo58a,gla,int,blue,1,6.26169552808537,6.26169552808537,6.26169552808537,6.26169552808537,<10\%
rv,mo58a,gri,int,blue,1,1.31015047573054,1.31015047573054,1.31015047573054,1.31015047573054,<10\%
rv,mo58a,hon,FV,blue,1,0.762586841041325,0.762586841041325,0.762586841041325,0.762586841041325,<10\%
rv,mo58a,mf,int,white,1,31.2741321145259,31.2741321145259,31.2741321145259,31.2741321145259,>30\%
rv,mo58a,mr,FV,blue,1,4.18880509733399,4.18880509733399,4.18880509733399,4.18880509733399,<10\%
rv,mo58a,tf,fusion,red,1,33.6719277056952,33.6719277056952,33.6719277056952,33.6719277056952,>30\%
rv,mo58a,tr,fusion,red,1,1.2029577241061,1.2029577241061,1.2029577241061,1.2029577241061,<10\%
rv,mo58a,wedm_f,int,green,1,3.38289167164106,3.38289167164106,3.38289167164106,3.38289167164106,<10\%
rv,mo58a,wedm_r,conf,green,1,13.6061109634388,13.6061109634388,13.6061109634388,13.6061109634388,10--30\%
rv,ti6al4v,b,FV,red,1,69.9747209804277,69.9747209804277,69.9747209804277,69.9747209804277,>30\%
rv,ti6al4v,gla,FV,green,1,0.182490901811497,0.182490901811497,0.182490901811497,0.182490901811497,<10\%
rv,ti6al4v,gri,FV,green,1,124.950113612759,124.950113612759,124.950113612759,124.950113612759,>100\%
rv,ti6al4v,hon,int,red,1,33.3788623265713,33.3788623265713,33.3788623265713,33.3788623265713,>30\%
rv,ti6al4v,mf,int,green,1,18.9176555619517,18.9176555619517,18.9176555619517,18.9176555619517,10--30\%
rv,ti6al4v,mr,conf,green,1,3.321838720959,3.321838720959,3.321838720959,3.321838720959,<10\%
rv,ti6al4v,tf,conf,green,1,1.1830492532853,1.1830492532853,1.1830492532853,1.1830492532853,<10\%
rv,ti6al4v,tr,fusion,red,1,17.3590234312044,17.3590234312044,17.3590234312044,17.3590234312044,10--30\%
rv,ti6al4v,wedm_f,int,red,1,7.57670833288171,7.57670833288171,7.57670833288171,7.57670833288171,<10\%
rv,ti6al4v,wedm_r,int,green,1,0.865456114910793,0.865456114910793,0.865456114910793,0.865456114910793,<10\%
rz,14301,b,int,green,1,19.2933525337515,19.2933525337515,19.2933525337515,19.2933525337515,10--30\%
rz,14301,gla,FV,red,1,6.14167796481887,6.14167796481887,6.14167796481887,6.14167796481887,<10\%
rz,14301,gri,int,blue,1,0.589584479237993,0.589584479237993,0.589584479237993,0.589584479237993,<10\%
rz,14301,hon,int,green,1,0.0803024428378078,0.0803024428378078,0.0803024428378078,0.0803024428378078,<10\%
rz,14301,mf,int,white,1,10.760344045869,10.760344045869,10.760344045869,10.760344045869,10--30\%
rz,14301,mr,int,blue,1,40.2071197249728,40.2071197249728,40.2071197249728,40.2071197249728,>30\%
rz,14301,tf,int,blue,1,30.0234385152586,30.0234385152586,30.0234385152586,30.0234385152586,>30\%
rz,14301,tr,FV,blue,1,26.6681007251832,26.6681007251832,26.6681007251832,26.6681007251832,10--30\%
rz,14301,wedm_f,FV,green,1,0.31055881323455,0.31055881323455,0.31055881323455,0.31055881323455,<10\%
rz,14301,wedm_r,FV,blue,1,0.190990814165147,0.190990814165147,0.190990814165147,0.190990814165147,<10\%
rz,al7075,b,int,white,1,18.1045946730948,18.1045946730948,18.1045946730948,18.1045946730948,10--30\%
rz,al7075,gla,int,white,1,5.64696591048287,5.64696591048287,5.64696591048287,5.64696591048287,<10\%
rz,al7075,gri,int,blue,1,10.5017023888791,10.5017023888791,10.5017023888791,10.5017023888791,10--30\%
rz,al7075,hon,FV,red,1,0.655676454759609,0.655676454759609,0.655676454759609,0.655676454759609,<10\%
rz,al7075,mf,int,green,1,22.3028363395342,22.3028363395342,22.3028363395342,22.3028363395342,10--30\%
rz,al7075,mr,int,green,1,46.6447926945922,46.6447926945922,46.6447926945922,46.6447926945922,>30\%
rz,al7075,tf,fusion,green,1,1.39044649132781,1.39044649132781,1.39044649132781,1.39044649132781,<10\%
rz,al7075,tr,fusion,red,1,49.9721977142205,49.9721977142205,49.9721977142205,49.9721977142205,>30\%
rz,al7075,wedm_f,int,white,1,5.33432182124376,5.33432182124376,5.33432182124376,5.33432182124376,<10\%
rz,al7075,wedm_r,int,white,1,0.0684835313310759,0.0684835313310759,0.0684835313310759,0.0684835313310759,<10\%
rz,c45,b,int,green,1,21.3396374072343,21.3396374072343,21.3396374072343,21.3396374072343,10--30\%
rz,c45,gla,FV,red,1,3.53104796245259,3.53104796245259,3.53104796245259,3.53104796245259,<10\%
rz,c45,gri,int,red,1,4.71440882402667,4.71440882402667,4.71440882402667,4.71440882402667,<10\%
rz,c45,hon,int,white,1,1.03904324503107,1.03904324503107,1.03904324503107,1.03904324503107,<10\%
rz,c45,mf,FV,blue,1,0.528967217577122,0.528967217577122,0.528967217577122,0.528967217577122,<10\%
rz,c45,mr,fusion,red,1,11.9475771203616,11.9475771203616,11.9475771203616,11.9475771203616,10--30\%
rz,c45,tf,fusion,red,1,42.3620077065623,42.3620077065623,42.3620077065623,42.3620077065623,>30\%
rz,c45,tr,fusion,red,1,74.7072984841186,74.7072984841186,74.7072984841186,74.7072984841186,>30\%
rz,c45,wedm_f,FV,green,1,8.704105511159,8.704105511159,8.704105511159,8.704105511159,<10\%
rz,c45,wedm_r,FV,red,1,0.373638428307539,0.373638428307539,0.373638428307539,0.373638428307539,<10\%
rz,ellor,gla,int,blue,1,3.35864948603957,3.35864948603957,3.35864948603957,3.35864948603957,<10\%
rz,ellor,gri,int,blue,1,158.697177543863,158.697177543863,158.697177543863,158.697177543863,>100\%
rz,ellor,hon,int,red,1,4.69628362951645,4.69628362951645,4.69628362951645,4.69628362951645,<10\%
rz,ellor,mf,int,white,1,6.18814835949165,6.18814835949165,6.18814835949165,6.18814835949165,<10\%
rz,ellor,mr,FV,green,1,1.118925898217,1.118925898217,1.118925898217,1.118925898217,<10\%
rz,ellor,tf,int,red,1,0.025419765049983,0.025419765049983,0.025419765049983,0.025419765049983,<10\%
rz,ellor,tr,conf,blue,1,0.436797011783571,0.436797011783571,0.436797011783571,0.436797011783571,<10\%
rz,ellor,wedm_f,FV,green,1,17.6453294814162,17.6453294814162,17.6453294814162,17.6453294814162,10--30\%
rz,ellor,wedm_r,FV,green,1,0.602639223597992,0.602639223597992,0.602639223597992,0.602639223597992,<10\%
rz,mo58a,b,int,green,1,40.5201360129099,40.5201360129099,40.5201360129099,40.5201360129099,>30\%
rz,mo58a,gla,int,blue,1,5.18981092715931,5.18981092715931,5.18981092715931,5.18981092715931,<10\%
rz,mo58a,gri,int,blue,1,1.9818908869572,1.9818908869572,1.9818908869572,1.9818908869572,<10\%
rz,mo58a,hon,conf,blue,1,1.31932163265783,1.31932163265783,1.31932163265783,1.31932163265783,<10\%
rz,mo58a,mf,int,white,1,14.6177721995351,14.6177721995351,14.6177721995351,14.6177721995351,10--30\%
rz,mo58a,mr,FV,blue,1,7.67895618006716,7.67895618006716,7.67895618006716,7.67895618006716,<10\%
rz,mo58a,tf,fusion,red,1,39.4781443129604,39.4781443129604,39.4781443129604,39.4781443129604,>30\%
rz,mo58a,tr,fusion,red,1,3.43566212538994,3.43566212538994,3.43566212538994,3.43566212538994,<10\%
rz,mo58a,wedm_f,int,green,1,0.747196236759834,0.747196236759834,0.747196236759834,0.747196236759834,<10\%
rz,mo58a,wedm_r,conf,green,1,0.239788498800177,0.239788498800177,0.239788498800177,0.239788498800177,<10\%
rz,ti6al4v,b,int,white,1,64.2683201835646,64.2683201835646,64.2683201835646,64.2683201835646,>30\%
rz,ti6al4v,gla,FV,green,1,5.16487688012433,5.16487688012433,5.16487688012433,5.16487688012433,<10\%
rz,ti6al4v,gri,int,white,1,78.19140209402,78.19140209402,78.19140209402,78.19140209402,>30\%
rz,ti6al4v,hon,int,red,1,6.02381999811104,6.02381999811104,6.02381999811104,6.02381999811104,<10\%
rz,ti6al4v,mf,int,white,1,7.52898733396384,7.52898733396384,7.52898733396384,7.52898733396384,<10\%
rz,ti6al4v,mr,conf,red,1,4.39585156858264,4.39585156858264,4.39585156858264,4.39585156858264,<10\%
rz,ti6al4v,tf,fusion,blue,1,2.52043107945453,2.52043107945453,2.52043107945453,2.52043107945453,<10\%
rz,ti6al4v,tr,fusion,red,1,35.7954512697205,35.7954512697205,35.7954512697205,35.7954512697205,>30\%
rz,ti6al4v,wedm_f,int,blue,1,1.54865563264495,1.54865563264495,1.54865563264495,1.54865563264495,<10\%
rz,ti6al4v,wedm_r,FV,red,1,1.41634456954652,1.41634456954652,1.41634456954652,1.41634456954652,<10\%
rz1max,14301,b,FV,green,1,8.44388296023295,8.44388296023295,8.44388296023295,8.44388296023295,<10\%
rz1max,14301,gla,FV,red,1,6.62392960889887,6.62392960889887,6.62392960889887,6.62392960889887,<10\%
rz1max,14301,gri,conf,blue,1,3.54557640382485,3.54557640382485,3.54557640382485,3.54557640382485,<10\%
rz1max,14301,hon,FV,blue,1,4.42062209484989,4.42062209484989,4.42062209484989,4.42062209484989,<10\%
rz1max,14301,mf,FV,green,1,0.703586679761802,0.703586679761802,0.703586679761802,0.703586679761802,<10\%
rz1max,14301,mr,int,blue,1,31.5588864620094,31.5588864620094,31.5588864620094,31.5588864620094,>30\%
rz1max,14301,tf,FV,blue,1,14.0614435742403,14.0614435742403,14.0614435742403,14.0614435742403,10--30\%
rz1max,14301,tr,fusion,red,1,8.42910701243558,8.42910701243558,8.42910701243558,8.42910701243558,<10\%
rz1max,14301,wedm_f,FV,green,1,5.55922049173682,5.55922049173682,5.55922049173682,5.55922049173682,<10\%
rz1max,14301,wedm_r,conf,green,1,0.236757887084581,0.236757887084581,0.236757887084581,0.236757887084581,<10\%
rz1max,al7075,b,int,white,1,5.42067026201849,5.42067026201849,5.42067026201849,5.42067026201849,<10\%
rz1max,al7075,gla,FV,red,1,0.829329039894767,0.829329039894767,0.829329039894767,0.829329039894767,<10\%
rz1max,al7075,gri,FV,red,1,12.0234967010214,12.0234967010214,12.0234967010214,12.0234967010214,10--30\%
rz1max,al7075,hon,FV,red,1,1.53977769243159,1.53977769243159,1.53977769243159,1.53977769243159,<10\%
rz1max,al7075,mf,conf,blue,1,5.32117584655307,5.32117584655307,5.32117584655307,5.32117584655307,<10\%
rz1max,al7075,mr,conf,blue,1,36.2730771588335,36.2730771588335,36.2730771588335,36.2730771588335,>30\%
rz1max,al7075,tf,fusion,red,1,34.389868485375,34.389868485375,34.389868485375,34.389868485375,>30\%
rz1max,al7075,tr,fusion,red,1,16.0517315256212,16.0517315256212,16.0517315256212,16.0517315256212,10--30\%
rz1max,al7075,wedm_f,int,blue,1,0.717278632926195,0.717278632926195,0.717278632926195,0.717278632926195,<10\%
rz1max,al7075,wedm_r,int,white,1,11.4081262721428,11.4081262721428,11.4081262721428,11.4081262721428,10--30\%
rz1max,c45,b,int,red,1,16.5537868800798,16.5537868800798,16.5537868800798,16.5537868800798,10--30\%
rz1max,c45,gla,FV,blue,1,0.591010474664309,0.591010474664309,0.591010474664309,0.591010474664309,<10\%
rz1max,c45,gri,int,blue,1,5.7169746257654,5.7169746257654,5.7169746257654,5.7169746257654,<10\%
rz1max,c45,hon,conf,green,1,0.573454799647074,0.573454799647074,0.573454799647074,0.573454799647074,<10\%
rz1max,c45,mf,conf,green,1,0.0378090853551009,0.0378090853551009,0.0378090853551009,0.0378090853551009,<10\%
rz1max,c45,mr,fusion,red,1,5.65942608624069,5.65942608624069,5.65942608624069,5.65942608624069,<10\%
rz1max,c45,tf,fusion,red,1,54.7372055303114,54.7372055303114,54.7372055303114,54.7372055303114,>30\%
rz1max,c45,tr,fusion,red,1,87.0953900085443,87.0953900085443,87.0953900085443,87.0953900085443,>30\%
rz1max,c45,wedm_f,FV,green,1,4.17526114355813,4.17526114355813,4.17526114355813,4.17526114355813,<10\%
rz1max,c45,wedm_r,int,white,1,0.959167299880158,0.959167299880158,0.959167299880158,0.959167299880158,<10\%
rz1max,ellor,gla,fusion,red,1,0.842500000200544,0.842500000200544,0.842500000200544,0.842500000200544,<10\%
rz1max,ellor,gri,int,green,1,134.521101651269,134.521101651269,134.521101651269,134.521101651269,>100\%
rz1max,ellor,hon,conf,blue,1,2.44405724366683,2.44405724366683,2.44405724366683,2.44405724366683,<10\%
rz1max,ellor,mf,fusion,green,1,0.648700864573475,0.648700864573475,0.648700864573475,0.648700864573475,<10\%
rz1max,ellor,mr,int,white,1,0.229253101085502,0.229253101085502,0.229253101085502,0.229253101085502,<10\%
rz1max,ellor,tf,fusion,blue,1,0.265844585496087,0.265844585496087,0.265844585496087,0.265844585496087,<10\%
rz1max,ellor,tr,fusion,red,1,4.49524588215201,4.49524588215201,4.49524588215201,4.49524588215201,<10\%
rz1max,ellor,wedm_f,int,green,1,9.9046042615721,9.9046042615721,9.9046042615721,9.9046042615721,<10\%
rz1max,ellor,wedm_r,fusion,green,1,0.856092239949363,0.856092239949363,0.856092239949363,0.856092239949363,<10\%
rz1max,mo58a,b,int,green,1,19.0139678097246,19.0139678097246,19.0139678097246,19.0139678097246,10--30\%
rz1max,mo58a,gla,int,blue,1,0.510030991071466,0.510030991071466,0.510030991071466,0.510030991071466,<10\%
rz1max,mo58a,gri,int,green,1,5.73044035761508,5.73044035761508,5.73044035761508,5.73044035761508,<10\%
rz1max,mo58a,hon,conf,green,1,2.51776334607131,2.51776334607131,2.51776334607131,2.51776334607131,<10\%
rz1max,mo58a,mf,int,green,1,8.61432745002719,8.61432745002719,8.61432745002719,8.61432745002719,<10\%
rz1max,mo58a,mr,FV,blue,1,7.87095643717297,7.87095643717297,7.87095643717297,7.87095643717297,<10\%
rz1max,mo58a,tf,fusion,red,1,50.3597966019268,50.3597966019268,50.3597966019268,50.3597966019268,>30\%
rz1max,mo58a,tr,fusion,red,1,7.15081007438221,7.15081007438221,7.15081007438221,7.15081007438221,<10\%
rz1max,mo58a,wedm_f,int,white,1,7.3904647228142,7.3904647228142,7.3904647228142,7.3904647228142,<10\%
rz1max,mo58a,wedm_r,fusion,green,1,2.69799097255361,2.69799097255361,2.69799097255361,2.69799097255361,<10\%
rz1max,ti6al4v,b,int,white,1,28.6280767033953,28.6280767033953,28.6280767033953,28.6280767033953,10--30\%
rz1max,ti6al4v,gla,FV,blue,1,7.73358733713347,7.73358733713347,7.73358733713347,7.73358733713347,<10\%
rz1max,ti6al4v,gri,int,white,1,20.7953606617574,20.7953606617574,20.7953606617574,20.7953606617574,10--30\%
rz1max,ti6al4v,hon,int,green,1,10.9290280222959,10.9290280222959,10.9290280222959,10.9290280222959,10--30\%
rz1max,ti6al4v,mf,int,red,1,2.79035375949262,2.79035375949262,2.79035375949262,2.79035375949262,<10\%
rz1max,ti6al4v,mr,fusion,red,1,30.0564579250355,30.0564579250355,30.0564579250355,30.0564579250355,>30\%
rz1max,ti6al4v,tf,fusion,red,1,4.59290534175228,4.59290534175228,4.59290534175228,4.59290534175228,<10\%
rz1max,ti6al4v,tr,fusion,red,1,3.10811576805179,3.10811576805179,3.10811576805179,3.10811576805179,<10\%
rz1max,ti6al4v,wedm_f,int,blue,1,12.4826441242981,12.4826441242981,12.4826441242981,12.4826441242981,10--30\%
rz1max,ti6al4v,wedm_r,int,green,1,6.93535732127715,6.93535732127715,6.93535732127715,6.93535732127715,<10\%
