"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1072.61491131116,357.538303770385,15.5418547232603,0.00573719504915048
"color",3,44.7265797197011,14.908859906567,0.648074156849253,0.617161317853059
"Residuals",5,115.024335942121,23.0048671884242,NA,NA
