"color","n","mean","sd","se"
"blue",4,55.9709745417495,3.60022304146936,1.80011152073468
"green",4,60.6232574471755,5.03884436816813,2.51942218408407
"red",4,58.7715223388945,5.14953781106169,2.57476890553085
"white",1,67.1928482987719,NA,NA
