"system","n","mean","sd","se"
"fusion",3,8.46185145037198,7.16802314555325,4.13846009264264
"conf",2,7.30509978974575,7.68364280370271,5.4331559307134
"FV",3,25.2155568916936,6.07972333862095,3.51012990615126
"int",4,23.2959414188882,4.4677929706546,2.2338964853273
