"color","n","mean","sd","se"
"blue",4,32.4659676124282,33.9886277248089,16.9943138624044
"green",4,37.5328605362883,37.2722134083108,18.6361067041554
"red",4,55.2592759354132,39.4916884596287,19.7458442298144
"white",1,0.580321459391406,NA,NA
