"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.0860812747073611,0.00131663494058434,0.0835006702238158,0.0886618791909064,0.00973650174605019
"fusion",3,0.0928928608502017,0.0103781194537419,0.0725517467208676,0.113233974979536,0.0708303262639974
"FV",3,-0.00679681637196771,0.164031491308834,-0.328298539337283,0.314704906593348,0.973636075586535
"int",3,-0.0185636559930385,0.0247305336712113,-0.0670355019886126,0.0299081900025355,0.590074973453084
