"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.159919259458944,0.0368578969437345,0.0876777814492241,0.232160737468664,0.144208688610379
"fusion",3,0.206097259193566,0.0390514055912665,0.129556504234684,0.282638014152448,0.119213718164653
"FV",3,0.0892633803906772,0.0550822521236415,-0.0186978337716602,0.197224594553015,0.351974689699647
"int",3,0.0413690808670929,0.0585684299316716,-0.0734250417989835,0.156163203533169,0.608500041401486
