"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,3153.35914241072,1051.11971413691,3.23783437776442,0.102743500669965
"color",3,416.362512141955,138.787504047318,0.427516433917818,0.740692422562047
"Residuals",6,1947.81991572279,324.636652620464,NA,NA
