"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,29460.3422042295,9820.11406807649,58.0209647414318,7.99154989041673e-05
"color",3,798.388379386578,266.129459795526,1.57239395554975,0.29115013302397
"Residuals",6,1015.50680294677,169.251133824462,NA,NA
