"color","n","mean","sd","se"
"blue",4,96.9244757872191,97.6102340770978,48.8051170385489
"green",4,95.8918239307731,96.8619581068228,48.4309790534114
"red",4,113.647604004994,98.9146829519929,49.4573414759964
"white",1,18.3188023101153,NA,NA
