"system","n","mean","sd","se"
"fusion",3,27.2621658603575,6.71337334113957,3.87596790567739
"conf",3,43.754041416122,8.0573969697194,4.65194030943517
"FV",3,18.6122318499066,14.9707266669901,8.64335307115106
"int",4,58.8555809630239,1.57485544381357,0.787427721906787
