"color","n","mean","sd","se"
"blue",3,71.0391160144466,11.49111035911,6.63439565911987
"green",4,60.5868241810728,34.9008193210197,17.4504096605099
"red",4,68.3235616483565,52.9915161660405,26.4957580830202
"white",1,64.7266247592022,NA,NA
