"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_green","int_red","int_white"
"conf_blue",0,5.34428660925135,9.78199492515274,8.88323813012659,11.8835710237883,19.9019222496021,6.98555547639311,16.036996338042,14.2402661351633,11.0012572058294,0.677918641930813,4.14599876379555
"conf_green",5.34428660925135,0,4.43770831590139,3.53895152087524,6.53928441453692,14.5576356403507,12.3298420856445,21.3812829472933,19.5845527444146,16.3455438150808,6.02220525118216,9.4902853730469
"conf_red",9.78199492515274,4.43770831590139,0,0.898756795026145,2.10157609863553,10.1199273244493,16.7675504015458,25.8189912631947,24.022261060316,20.7832521309822,10.4599135670836,13.9279936889483
"fusion_blue",8.88323813012659,3.53895152087524,0.898756795026145,0,3.00033289366168,11.0186841194755,15.8687936065197,24.9202344681686,23.1235042652899,19.884495335956,9.56115677205741,13.0292368939221
"fusion_green",11.8835710237883,6.53928441453692,2.10157609863553,3.00033289366168,0,8.01835122581382,18.8691265001814,27.9205673618302,26.1238371589515,22.8848282296177,12.5614896657191,16.0295697875838
"fusion_red",19.9019222496021,14.5576356403507,10.1199273244493,11.0186841194755,8.01835122581382,0,26.8874777259952,35.9389185876441,34.1421883847654,30.9031794554315,20.5798408915329,24.0479210133976
"FV_blue",6.98555547639311,12.3298420856445,16.7675504015458,15.8687936065197,18.8691265001814,26.8874777259952,0,9.05144086164887,7.25471065877017,4.01570172943631,6.30763683446229,2.83955671259756
"FV_green",16.036996338042,21.3812829472933,25.8189912631947,24.9202344681686,27.9205673618302,35.9389185876441,9.05144086164887,0,1.7967302028787,5.03573913221256,15.3590776961112,11.8909975742464
"FV_red",14.2402661351633,19.5845527444146,24.022261060316,23.1235042652899,26.1238371589515,34.1421883847654,7.25471065877017,1.7967302028787,0,3.23900892933386,13.5623474932325,10.0942673713677
"int_green",11.0012572058294,16.3455438150808,20.7832521309822,19.884495335956,22.8848282296177,30.9031794554315,4.01570172943631,5.03573913221256,3.23900892933386,0,10.3233385638986,6.85525844203387
"int_red",0.677918641930813,6.02220525118216,10.4599135670836,9.56115677205741,12.5614896657191,20.5798408915329,6.30763683446229,15.3590776961112,13.5623474932325,10.3233385638986,0,3.46808012186474
"int_white",4.14599876379555,9.4902853730469,13.9279936889483,13.0292368939221,16.0295697875838,24.0479210133976,2.83955671259756,11.8909975742464,10.0942673713677,6.85525844203387,3.46808012186474,0
