"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,76.6985812313659,25.5661937437886,2.41690577559841,0.164690462786746
"color",3,42.4262764902539,14.142092163418,1.33692580801606,0.347606289687834
"Residuals",6,63.4684082480426,10.5780680413404,NA,NA
