"","conf_blue","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_green","int_red","int_white"
"conf_blue",0,39.9535058712793,82.644521049944,14.7599516659274,53.8165242090568,97.8798960097874,79.9481774453955,7.75552631176006,21.2015064889748,32.5742147056509,53.8728651623034,26.3122114248954,58.1377668665532
"conf_green",39.9535058712793,0,42.6910151786647,25.1935542053518,13.8630183377775,57.9263901385081,39.9946715741162,47.7090321830393,61.1550123602541,72.5277205769302,93.8263710335826,66.2657172961746,98.0912727378325
"conf_red",82.644521049944,42.6910151786647,0,67.8845693840165,28.8279968408872,15.2353749598434,2.69634360454847,90.4000473617041,103.846027538919,115.218735755595,136.517386212247,108.956732474839,140.782287916497
"fusion_blue",14.7599516659274,25.1935542053518,67.8845693840165,0,39.0565725431293,83.1199443438599,65.1882257794681,22.5154779776875,35.9614581549023,47.3341663715784,68.6328168282308,41.0721630908228,72.8977185324806
"fusion_green",53.8165242090568,13.8630183377775,28.8279968408872,39.0565725431293,0,44.0633718007306,26.1316532363387,61.5720505208168,75.0180306980316,86.3907389147077,107.68938937136,80.1287356339521,111.95429107561
"fusion_red",97.8798960097874,57.9263901385081,15.2353749598434,83.1199443438599,44.0633718007306,0,17.9317185643918,105.635422321547,119.081402498762,130.454110715438,151.752761172091,124.192107434683,156.017662876341
"FV_blue",79.9481774453955,39.9946715741162,2.69634360454847,65.1882257794681,26.1316532363387,17.9317185643918,0,87.7037037571556,101.14968393437,112.522392151046,133.821042607699,106.260388870291,138.085944311949
"FV_green",7.75552631176006,47.7090321830393,90.4000473617041,22.5154779776875,61.5720505208168,105.635422321547,87.7037037571556,0,13.4459801772148,24.8186883938908,46.1173388505433,18.5566851131353,50.3822405547931
"FV_red",21.2015064889748,61.1550123602541,103.846027538919,35.9614581549023,75.0180306980316,119.081402498762,101.14968393437,13.4459801772148,0,11.3727082166761,32.6713586733285,5.11070493592051,36.9362603775783
"int_blue",32.5742147056509,72.5277205769302,115.218735755595,47.3341663715784,86.3907389147077,130.454110715438,112.522392151046,24.8186883938908,11.3727082166761,0,21.2986504566525,6.26200328075556,25.5635521609023
"int_green",53.8728651623034,93.8263710335826,136.517386212247,68.6328168282308,107.68938937136,151.752761172091,133.821042607699,46.1173388505433,32.6713586733285,21.2986504566525,0,27.560653737408,4.26490170424982
"int_red",26.3122114248954,66.2657172961746,108.956732474839,41.0721630908228,80.1287356339521,124.192107434683,106.260388870291,18.5566851131353,5.11070493592051,6.26200328075556,27.560653737408,0,31.8255554416578
"int_white",58.1377668665532,98.0912727378325,140.782287916497,72.8977185324806,111.95429107561,156.017662876341,138.085944311949,50.3822405547931,36.9362603775783,25.5635521609023,4.26490170424982,31.8255554416578,0
