"system","n_points","slope_per_nm","slope_se","ci_low","ci_high","p_value"
"conf",3,0.655115297222481,0.0820912882406905,0.494216372270728,0.816014222174235,0.0793599995143956
"fusion",3,0.74277768113147,0.185605493645618,0.37899091358606,1.10656444867688,0.155886524873004
"FV",3,-0.0489367730573586,0.00431810260267035,-0.0574002541585925,-0.0404732919561247,0.056029196698209
"int",3,-0.105809847548261,0.0770683802459292,-0.256863872830282,0.0452441777337603,0.400759466487721
