"color","n","mean","sd","se"
"blue",4,54.9347608610804,38.3621255311513,19.1810627655757
"green",4,62.6563161264994,56.1928604932162,28.0964302466081
"red",4,75.8847163318757,54.654355441612,27.327177720806
"white",1,20.0086766261828,NA,NA
