"color","n","mean","sd","se"
"blue",4,99.924438713008,0.0312308396587348,0.0156154198293674
"green",4,99.9311901980088,0.0284914633541079,0.0142457316770539
"red",4,99.9306242110334,0.0280904161401999,0.0140452080700999
"white",1,99.9279520142524,NA,NA
