"system","n","mean","sd","se"
"fusion",3,99.9811411405362,0.0021635176605373,0.00124910750370772
"conf",3,99.9737440132655,0.00103705055111665,0.000598741414850445
"FV",3,99.9519767792521,0.00436595927118668,0.00252068776049057
"int",4,99.9429715456028,0.0241347676356261,0.0120673838178131
