"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,758.546854446971,252.848951482324,2.70093937872693,0.138760770251823
"color",3,214.425115051524,71.4750383505079,0.763498304205545,0.554518852907672
"Residuals",6,561.69113636642,93.6151893944033,NA,NA
