"color","n","mean","sd","se"
"blue",4,80.5488408747437,44.2091164379996,22.1045582189998
"green",4,80.7951138559457,26.4587418621161,13.229370931058
"red",4,84.9180869026409,40.0104050297676,20.0052025148838
"white",1,110.082996408883,NA,NA
