"system","n","mean","sd","se"
"fusion",3,99.9070363481412,0.0129243785460291,0.00746189343265853
"conf",3,99.8672411554053,0.015611108358565,0.00901307761316594
"FV",3,99.8013375914953,0.0118736235575249,0.00685523975719328
"int",4,99.7976581686358,0.0721473340122986,0.0360736670061493
