"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,8511.09714947714,2837.03238315905,8.54781142608184,0.013808412524454
"color",3,723.958255146694,241.319418382231,0.727081190199943,0.572057487347054
"Residuals",6,1991.40966622341,331.901611037235,NA,NA
