"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,52711.00791983,17570.3359732767,0.176854245506869,0.908742239653845
"color",2,275647.712767543,137823.856383772,1.3872662520894,0.310818712415046
"Residuals",7,695444.723198117,99349.2461711596,NA,NA
