"color","n","mean","sd","se"
"blue",4,109.692000229404,123.624638806149,61.8123194030747
"green",4,86.6291027317395,87.9159480125531,43.9579740062766
"red",4,103.062599483791,87.9768430183771,43.9884215091885
"white",1,21.0739265709015,NA,NA
