"","conf_green","conf_red","fusion_blue","fusion_green","fusion_red","FV_blue","FV_green","FV_red","int_blue","int_blue","int_green","int_red","int_white"
"conf_green",0,55.6141243808697,12.6073291283109,38.7645865795593,106.860913401131,115.779937058905,59.5362532968068,11.3147907421496,426.546907251421,434.325931079747,157.606619975273,89.2678055340214,159.285988438848
"conf_red",55.6141243808697,0,43.0067952525588,16.8495378013104,51.2467890202609,60.1658126780351,115.150377677677,66.9289151230193,370.932782870552,378.711806698877,213.220744356142,144.881929914891,214.900112819718
"fusion_blue",12.6073291283109,43.0067952525588,0,26.1572574512484,94.2535842728198,103.172607930594,72.1435824251177,23.9221198704605,413.93957812311,421.718601951436,170.213949103584,101.875134662332,171.893317567159
"fusion_green",38.7645865795593,16.8495378013104,26.1572574512484,0,68.0963268215714,77.0153504793455,98.3008398763661,50.0793773217089,387.782320671862,395.561344500187,196.371206554832,128.032392113581,198.050575018407
"fusion_red",106.860913401131,51.2467890202609,94.2535842728198,68.0963268215714,0,8.91902365777412,166.397166697938,118.17570414328,319.685993850291,327.465017678616,264.467533376403,196.128718935152,266.146901839978
"FV_blue",115.779937058905,60.1658126780351,103.172607930594,77.0153504793455,8.91902365777412,0,175.316190355712,127.094727801054,310.766970192517,318.545994020842,273.386557034177,205.047742592926,275.065925497753
"FV_green",59.5362532968068,115.150377677677,72.1435824251177,98.3008398763661,166.397166697938,175.316190355712,0,48.2214625546572,486.083160548228,493.862184376553,98.0703666784658,29.7315522372145,99.749735142041
"FV_red",11.3147907421496,66.9289151230193,23.9221198704605,50.0793773217089,118.17570414328,127.094727801054,48.2214625546572,0,437.861697993571,445.640721821896,146.291829233123,77.9530147918718,147.971197696698
"int_blue",426.546907251421,370.932782870552,413.93957812311,387.782320671862,319.685993850291,310.766970192517,486.083160548228,437.861697993571,0,7.77902382832519,584.153527226694,515.814712785443,585.832895690269
"int_blue",434.325931079747,378.711806698877,421.718601951436,395.561344500187,327.465017678616,318.545994020842,493.862184376553,445.640721821896,7.77902382832519,0,591.932551055019,523.593736613768,593.611919518594
"int_green",157.606619975273,213.220744356142,170.213949103584,196.371206554832,264.467533376403,273.386557034177,98.0703666784658,146.291829233123,584.153527226694,591.932551055019,0,68.3388144412513,1.67936846357512
"int_red",89.2678055340214,144.881929914891,101.875134662332,128.032392113581,196.128718935152,205.047742592926,29.7315522372145,77.9530147918718,515.814712785443,523.593736613768,68.3388144412513,0,70.0181829048264
"int_white",159.285988438848,214.900112819718,171.893317567159,198.050575018407,266.146901839978,275.065925497753,99.749735142041,147.971197696698,585.832895690269,593.611919518594,1.67936846357512,70.0181829048264,0
