"color","n","mean","sd","se"
"blue",4,35.8575104473195,25.0230202937922,12.5115101468961
"green",4,38.8296381025398,25.4942640868486,12.7471320434243
"red",4,58.8185144118703,31.3268480207336,15.6634240103668
"white",1,13.0438297496479,NA,NA
