"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,0.0023675215008373,0.000789173833612434,7.65471973113554,0.0178662539228272
"color",3,0.000510029660613156,0.000170009886871052,1.64903850088759,0.275334402164924
"Residuals",6,0.000618578232513836,0.000103096372085639,NA,NA
