"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,19336.9011447767,6445.63371492556,33.9362437202474,0.0003691260715662
"color",3,497.890405526277,165.963468508759,0.873797203668111,0.505057119875392
"Residuals",6,1139.60173696181,189.933622826969,NA,NA
