"system","n","mean","sd","se"
"fusion",3,37.3351070013471,35.5134513523166,20.5037006981126
"conf",3,88.7402392235937,131.545334512595,75.947734291486
"FV",3,353.299176222417,46.7056522581008,26.9655209038915
"int",4,58.8385186254213,43.6583993251441,21.829199662572
