"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,214957.501587877,71652.5005292923,4.2426486860537,0.0626478014921773
"color",3,198215.469322642,66071.8231075473,3.9122086657368,0.0730863814275011
"Residuals",6,101331.746978946,16888.6244964911,NA,NA
