"system","n","mean","sd","se"
"fusion",3,43.9089079648602,15.8900915728927,9.17414864705738
"conf",3,22.8838543146003,14.5816138249114,8.41869866703176
"FV",3,55.2751903912223,20.5257156623681,11.850527462978
"int",4,15.2975070778433,6.49528771219892,3.24764385609946
