"color","n","mean","sd","se"
"blue",4,341.381876512503,106.09601493775,53.0480074688748
"green",4,575.305261486664,248.112518320676,124.056259160338
"red",4,655.071781838157,266.324219529325,133.162109764663
"white",1,295.684075454029,NA,NA
