"system","n","mean","sd","se"
"fusion",3,53.8469767447897,14.0307266034383,8.10064378142112
"conf",3,24.6188931939845,14.5602809376866,8.40638211884996
"FV",3,50.4235523487137,19.5695383691422,11.2984782453409
"int",4,16.1875167039366,5.38146479666418,2.69073239833209
