"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"system",3,1757.7322786089,585.9107595363,3.64118333890299,0.0834343684710547
"color",3,235.915633281092,78.6385444270306,0.488704726962001,0.702714413495522
"Residuals",6,965.473097621317,160.912182936886,NA,NA
