"color","n","mean","sd","se"
"blue",4,29.5370884746968,25.7492891893174,12.8746445946587
"green",4,59.8908086028728,56.6259964502541,28.3129982251271
"red",4,97.5110377735527,95.3271214021484,47.6635607010742
"white",1,14.4371145948517,NA,NA
